age,sexe,revenu_mensuel,nbr_visites_30j,temps_depuis_derniere_commande,type_client,commande_30j
64,M,272.99354681516877,7,27.253205805373117,occasionnel,0
26,M,2308.954915764035,5,74.05891014078394,occasionnel,0
70,M,2370.3863501351902,6,27.42106481972582,occasionnel,0
26,F,3273.1383297246903,7,84.39859135675835,fidèle,1
27,M,5484.276741671507,2,202.02043055098443,occasionnel,0
69,M,4897.519538073572,6,3.363852655439592,occasionnel,0
74,F,,4,2.091308110457633,occasionnel,0
70,M,2877.100037759391,6,7.291635457781693,occasionnel,1
43,M,3619.9189067367333,3,21.82988783429262,fidèle,0
58,F,1755.863815016905,6,6.320732714348054,fidèle,1
52,M,586.6939139014119,8,92.04053861439156,occasionnel,0
69,F,2117.6426710553146,3,1.0538249460040825,occasionnel,0
42,F,5640.1347990620425,7,17.077246243928204,premium,1
43,F,555.5007747885151,15,9.188664668191073,occasionnel,0
28,F,1036.9143971134995,7,120.66731376715215,premium,0
55,F,1257.910663937006,6,49.81910163679117,occasionnel,0
19,M,1048.2998394480055,3,109.38430561211057,occasionnel,0
24,M,4124.565999696427,2,161.4311944469161,fidèle,1
35,F,1467.6660210815355,5,30.9312199539411,premium,1
44,F,4202.180684363638,6,12.014540378115836,occasionnel,1
51,M,2586.8880496219454,6,9.690079478586684,occasionnel,0
44,F,414.2615141441269,4,11.349472902824882,occasionnel,0
34,F,1788.193355985167,1,55.48659386359543,premium,0
60,F,4997.709042374942,6,1.857888111107735,fidèle,1
61,M,2811.2685280627074,8,2.372716356801224,occasionnel,0
68,M,1903.262089046505,2,42.15861695829924,occasionnel,1
71,F,5685.808869255911,2,46.232186988664,occasionnel,0
41,F,940.9279597309401,2,49.24844568161275,occasionnel,0
42,M,1514.993303448086,5,20.926118308374978,occasionnel,0
24,M,4680.781659609717,7,73.78258866608358,fidèle,0
69,F,4065.1922686175844,7,34.32439635505859,occasionnel,0
23,F,865.306980272673,9,5.015337888675302,occasionnel,0
70,M,3532.4723404710003,4,71.77673776556291,fidèle,0
41,M,1446.658607506779,7,137.65729407323707,occasionnel,0
50,M,254.9979109650156,5,2.7861315893033027,occasionnel,0
66,F,,7,22.34313398644739,occasionnel,0
46,M,8489.24134874623,7,30.081864395442487,occasionnel,0
60,F,5056.8965258079315,3,7.12689653215891,fidèle,0
39,M,2409.3844463196333,5,91.02378792024206,fidèle,0
43,M,517.3308618063149,5,15.042786079876791,occasionnel,1
45,M,266.66276375758616,5,68.75537763464196,occasionnel,0
67,M,2593.103130600287,5,50.025634038315246,occasionnel,1
38,F,3367.290929792901,8,41.01377323933878,fidèle,1
66,F,4158.305902069298,2,9.601651306441624,fidèle,1
24,M,3829.127784534966,6,11.221367207574046,occasionnel,1
34,F,4062.135091036243,6,2.1827713285530783,occasionnel,1
37,M,3074.7997455892073,6,12.391861182807947,occasionnel,1
58,M,5603.149597880489,1,19.070889261627382,fidèle,1
66,M,1614.0145040192601,10,80.57843677421303,premium,1
37,M,2563.2824833439054,5,20.53466390478607,premium,1
71,F,416.3012713498855,3,63.22295317370114,occasionnel,0
39,M,1584.6692545947872,0,26.04703790701843,fidèle,1
45,M,,7,69.14272212015631,fidèle,1
57,F,3971.249072519305,4,168.348719449181,premium,0
66,M,145.62179802789134,6,12.340277603544854,occasionnel,0
24,M,8905.92515308719,4,89.23410503227058,fidèle,0
18,M,2816.788439272633,2,43.757811516368236,occasionnel,0
49,F,2856.946917940145,4,76.49452832230502,fidèle,0
30,M,1498.4994799973176,9,47.446360677375154,occasionnel,0
47,F,,4,24.820198251564015,fidèle,0
40,M,2793.178723728259,5,11.649051246821632,premium,0
68,M,3813.3437426908,8,3.2673856613558936,occasionnel,0
73,F,3182.148670427787,2,34.50749658684842,fidèle,1
36,M,1603.7737441614315,2,208.72454291359637,occasionnel,0
49,M,1130.0204128711837,5,60.28066570838378,occasionnel,0
47,F,1059.100598077166,4,17.843558204748195,occasionnel,0
46,F,5228.997925663094,8,79.00416905749755,occasionnel,0
66,F,4806.188879458867,6,65.93707383990012,premium,0
62,F,3567.3754672476994,9,14.885036412554602,occasionnel,0
46,F,5203.303293533703,7,0.6484872956270337,fidèle,0
47,M,2265.350679048801,2,5.658643683424086,premium,1
33,F,4524.722769133469,8,94.41285206980368,premium,1
57,M,3700.5662856099752,3,81.50975550072869,fidèle,0
36,M,4609.4750656829465,5,15.743428887059792,occasionnel,0
35,M,959.4595088706325,4,15.108574370513033,fidèle,0
18,F,3042.604231479338,5,70.84730079496892,occasionnel,0
31,F,1880.2721491080626,4,124.93779646825192,premium,0
68,M,194.94414742072877,8,67.95962288511852,fidèle,0
64,F,5804.24158859822,0,41.86510170261536,fidèle,0
67,F,4815.419777933373,7,12.508108751039572,occasionnel,0
19,F,3241.7195580836187,4,33.5707322334105,fidèle,0
71,F,1195.5132346188568,5,11.967122334760795,fidèle,0
45,M,393.89378171573577,2,74.26437247773167,premium,1
66,M,190.69153411251844,3,22.019708396114446,occasionnel,0
67,F,1574.6193633298058,3,80.72753211318432,premium,0
47,M,4104.148035867089,1,21.628560960074775,occasionnel,0
55,F,1896.7368541305364,3,78.21542419375689,fidèle,0
68,F,,4,18.244882400712225,fidèle,0
21,M,3728.245196844254,4,26.102497314011508,occasionnel,0
18,M,4062.1614485784644,7,43.01016172853782,occasionnel,1
25,M,312.37364671903975,9,3.279600137883361,fidèle,0
46,F,1296.4810240070815,1,133.22256603723636,occasionnel,0
72,M,3551.2968545689428,3,38.35759391690865,occasionnel,0
56,F,6662.721692166737,5,31.90098625145361,fidèle,0
20,M,5452.595224697839,1,82.29604223013746,fidèle,0
49,M,3119.4202868411785,3,90.36658675853197,fidèle,0
27,F,5845.9270329486335,5,33.24102634288227,occasionnel,1
27,F,3101.8370890154424,7,117.94031163006872,occasionnel,1
36,F,538.3850142997042,4,3.0117746217071244,fidèle,0
63,F,4013.7017846183685,6,5.407419883250273,fidèle,1
51,F,5580.35052840436,4,40.87320170483699,fidèle,1
50,F,8063.532573787705,3,19.66759801370828,fidèle,1
40,F,1536.615681663452,5,28.081858155575816,occasionnel,0
72,F,862.7096107134329,4,17.89266731325171,occasionnel,0
45,M,4533.924116970462,4,23.342954333952544,premium,0
49,F,3399.199618571939,4,77.83242755001079,fidèle,0
67,F,3179.523065869137,5,40.50507612439324,fidèle,0
24,M,5901.250315462091,4,266.90133947858163,premium,0
46,F,4521.6196471768935,8,69.56532574465419,premium,0
25,M,3633.4539013198096,3,14.388554911295394,fidèle,1
18,M,1709.0667049654362,5,13.814738108129857,occasionnel,0
74,F,4269.91175749425,4,18.419397011355944,premium,0
72,M,826.9110831766454,3,83.39236127547672,fidèle,0
20,F,3095.3020712354705,5,1.2450092957323922,occasionnel,1
41,M,2434.877862719393,5,11.772009853076177,fidèle,1
40,M,,5,105.88590101986995,occasionnel,0
25,M,3406.3796213572114,2,45.96136251105196,premium,0
71,F,1539.5511318395254,4,11.57752995118,occasionnel,0
74,F,3346.5689398075137,4,11.131459429834754,fidèle,1
64,M,,7,89.32457937811684,fidèle,0
54,M,4553.024633406842,2,100.89140129151696,fidèle,0
20,F,7358.116843637612,3,13.31507057415203,fidèle,0
68,F,827.2200380956112,4,24.552337073556465,premium,1
50,M,1065.0337438251406,5,80.97132297094456,occasionnel,0
45,M,689.049029005897,7,66.33295915356369,occasionnel,0
64,F,2107.950035446392,5,75.67009501453192,fidèle,0
25,F,3309.0398687533448,3,32.87869327462869,occasionnel,0
51,F,4089.636722035267,2,109.13881944336492,occasionnel,0
52,F,3050.447726495794,5,17.750397483510646,occasionnel,0
49,F,,7,7.66797612145774,occasionnel,0
41,M,,5,55.50806768492338,fidèle,0
31,F,1523.917548186543,5,34.880684847391855,fidèle,1
49,M,1090.653121260326,7,86.76759791402571,occasionnel,0
73,F,2171.048539754483,7,3.808910559162101,fidèle,1
63,M,1116.2311734133364,10,83.51682481314793,occasionnel,0
60,F,3237.050806515839,4,15.621365945560434,fidèle,0
33,F,1133.2641659857968,4,47.870666703135505,occasionnel,0
21,M,1669.4988583802956,0,1.843027146437882,fidèle,0
69,M,5210.893118437349,3,42.32409824395809,occasionnel,0
54,F,5552.387517344776,3,56.84709937181871,occasionnel,0
71,F,5435.095811665339,2,20.702413719157896,fidèle,1
38,F,2398.5628414672788,9,10.916770028798402,occasionnel,0
31,F,1577.6207488365787,8,34.71260876821802,premium,1
48,F,3600.6783745651874,8,80.59070975824616,fidèle,1
72,M,1155.5273394960159,4,17.590177741268153,occasionnel,0
65,M,4231.000598266157,10,13.094095545479838,fidèle,1
35,F,1457.4221775957833,3,14.716188955135086,occasionnel,0
24,M,2099.6673747848417,2,134.03359093386325,fidèle,0
27,M,4296.747168103483,2,20.03210645741261,premium,0
24,M,371.76625403755753,2,0.16248378645889233,occasionnel,0
50,F,1512.0376533419524,6,68.48095210086295,fidèle,0
40,M,3287.624168970922,2,54.07012676392104,occasionnel,0
38,F,3810.816081201377,9,6.1927986194622315,fidèle,0
36,M,3382.280349288194,8,188.70038884910926,occasionnel,0
65,F,2078.7015105237388,4,42.149355430530036,occasionnel,1
36,M,4599.742598324722,4,31.261832051304406,premium,1
53,F,1056.9647590725842,3,21.67297589071568,occasionnel,0
46,F,1014.5180320159128,9,103.02299801317923,fidèle,0
35,M,3264.3245656884037,10,12.584951953530869,fidèle,0
19,F,947.4921641864665,5,15.144691493354125,fidèle,1
18,F,7525.063871869669,5,5.875950780268463,fidèle,0
64,F,1549.778478379555,9,64.05536880826986,fidèle,1
22,F,4540.808486303001,2,40.73514211475554,occasionnel,0
37,F,795.2227405481317,5,42.26476338665293,premium,1
28,F,6498.1043210326325,5,11.092603214199135,fidèle,0
59,F,2527.5001565365615,8,47.39246835979995,occasionnel,1
19,F,1513.7781856207905,6,65.25551292983377,occasionnel,0
20,M,1964.2394414617895,6,19.93470129948002,fidèle,0
40,M,1311.5355418255688,7,72.72883888141891,premium,1
72,F,2095.0675700496126,5,19.301580535422378,premium,1
29,F,843.2824168654264,5,63.87254422045372,premium,0
37,M,1555.7638412774138,7,1.5440441366944258,occasionnel,1
22,M,4480.962087698509,4,36.0494574372995,premium,0
54,M,2927.9714513478216,4,157.09049169402573,premium,1
55,F,1037.0444340176487,6,178.93231219860527,occasionnel,0
47,M,2152.867522124881,6,14.892352689801433,occasionnel,0
26,F,5595.300824330797,4,26.204399925018482,occasionnel,0
51,F,1711.3413567432524,3,2.9271788834756247,fidèle,1
70,M,937.7382953255546,3,92.98166722581176,occasionnel,0
61,F,3712.8493519529666,10,37.829474871030804,occasionnel,0
52,F,211.94908688131264,6,21.883352857703063,occasionnel,0
69,F,2000.1332403595761,6,5.384324643563351,occasionnel,0
39,F,5926.887821434433,4,131.98869618120628,occasionnel,0
61,M,2104.680286564082,1,33.99699384499404,fidèle,0
41,M,4790.305050212901,5,14.966051675216315,occasionnel,1
34,F,,7,19.400127313860743,premium,0
27,F,,4,14.204980959405086,premium,0
47,M,1889.3911298447897,3,41.4371484290857,premium,0
73,F,3572.1620682396187,5,119.64329218228923,fidèle,1
63,M,2633.683184128683,7,87.42472660895177,occasionnel,0
40,F,6460.934871789226,9,27.76012709154047,occasionnel,0
49,F,1633.2667447247948,2,78.82083018465588,occasionnel,0
34,M,2609.7479465814567,6,24.754312756055374,premium,0
67,M,1947.0297203483808,2,13.084335059443779,occasionnel,1
68,M,2467.9719649200556,3,184.4668600491666,fidèle,0
34,M,2300.6306712526666,5,16.300984113996048,fidèle,0
31,F,1145.3059104295949,3,17.60194547090833,premium,1
26,M,4312.195398300314,4,205.87136289603845,fidèle,1
57,F,1417.783969352363,5,6.470399150454694,fidèle,0
19,M,1332.2878240483142,4,64.3204703051769,occasionnel,0
62,M,542.972446727002,5,123.56778682333051,fidèle,0
42,F,1594.3152372285,2,32.26589404405785,occasionnel,0
56,M,1401.8675118750155,4,0.11362260147861769,premium,1
26,M,274.97137797246734,5,21.154407492340262,fidèle,1
71,M,2087.984221983743,6,5.323422816331311,occasionnel,0
39,M,6269.85590840963,10,24.21790582540537,premium,0
60,F,656.5811015589882,5,70.23488367497433,occasionnel,0
63,F,2433.6881023330243,6,25.9884149619819,premium,0
21,M,2048.801104371149,7,25.447591814997626,premium,0
43,M,3920.3421408837785,4,36.61696801875504,fidèle,0
46,M,4124.599030348613,7,39.219025158654645,occasionnel,1
62,F,9425.487803310056,6,87.30008097175357,occasionnel,1
51,F,3007.45873000915,2,16.590739312224205,premium,0
40,F,1245.9961354316642,3,77.5856971165267,premium,0
54,F,1556.9190596055846,4,37.55511466869066,occasionnel,0
28,M,1693.86482757376,4,16.08442784211918,occasionnel,1
23,M,1451.9164485586484,5,15.738132509018186,occasionnel,0
35,M,7310.3950546589585,7,20.16297245264032,premium,0
38,F,3987.881301707415,3,43.86135340526231,occasionnel,0
59,M,3550.112411127513,3,11.808878254281218,occasionnel,1
53,F,962.8720988462615,6,113.84580968558697,fidèle,0
58,F,4095.813584197044,3,38.4957201114243,occasionnel,0
55,M,5311.0630559165265,9,113.66666442932726,premium,1
51,M,2078.305193863469,7,2.138199900262553,occasionnel,0
34,M,,5,18.876596130436962,occasionnel,0
54,F,6567.60259765834,6,1.0382300575122823,fidèle,0
42,F,1375.351651133549,6,14.301008571710478,occasionnel,0
55,M,1253.4892952549524,3,89.1246822939815,occasionnel,0
29,M,1074.6173286025924,8,1.6783501404731864,occasionnel,1
40,F,2343.219579357078,10,25.783284463010638,occasionnel,1
70,M,3000.9100786082777,6,5.62826221195985,premium,1
59,F,4831.736354217352,7,24.268266820921696,occasionnel,1
39,F,3665.4389620911393,2,82.14432757925027,premium,0
38,M,3623.7596914694427,5,43.906433706011214,fidèle,0
44,M,,8,60.06038544367308,occasionnel,0
74,M,1028.095996699149,6,19.32325115085725,occasionnel,0
48,M,615.786379887694,2,130.02887798697475,fidèle,0
23,F,3793.0162824915897,3,55.58998876032707,occasionnel,0
44,F,2259.0370309514287,10,24.652503330670896,occasionnel,0
57,F,4843.6534688972215,3,25.017118523351172,occasionnel,0
51,M,2425.722709886697,4,112.92366006537753,fidèle,0
29,F,1497.2904410829956,9,38.65395353364337,fidèle,0
62,M,3831.9283928421323,2,55.14597782063152,occasionnel,1
74,M,2660.7211846811756,5,24.283283123792977,fidèle,1
70,M,2427.3359641688403,1,11.394311195712385,fidèle,1
24,M,10563.508197438985,5,57.859151337342425,occasionnel,0
27,M,5566.007802625147,9,42.12197907075347,premium,1
62,M,4177.239593982213,2,31.312644954117914,fidèle,1
34,F,2722.8077986183043,5,44.019982287796864,premium,0
43,M,2551.0894044373654,6,10.509954329713763,occasionnel,1
38,F,1957.0220589487192,7,71.08117260039559,premium,1
45,F,2930.4050889375444,3,133.18413019155318,fidèle,0
63,M,1668.3588617617174,7,99.78093546855364,fidèle,0
19,M,832.0708880561973,7,17.449924639321864,fidèle,0
71,M,2404.646171209606,6,23.439855554856862,occasionnel,0
60,F,3106.802187638609,4,74.35608374862946,premium,1
18,M,,10,40.68708595281137,fidèle,0
68,F,1259.9228536529322,6,35.72477249222811,occasionnel,0
70,M,2566.4363630518674,8,117.55814722390372,occasionnel,0
53,M,3645.4148562897653,3,34.556603553542566,occasionnel,0
68,F,3588.2784880726476,6,32.5565982988263,fidèle,0
43,F,7071.443031054182,9,1.931710838935445,fidèle,0
46,M,1987.5595444427663,3,3.2374783360725714,occasionnel,0
38,F,1167.3905605855887,7,0.3351588892833446,occasionnel,0
28,F,2694.2386191500896,4,110.00962353592553,fidèle,0
57,F,2070.412871092187,3,23.620589973451306,fidèle,1
28,F,1791.94910860448,9,28.447540428202824,occasionnel,0
53,F,1600.8498134299782,4,84.00733737460482,occasionnel,0
66,M,3115.8182900846314,4,42.28550402889128,occasionnel,0
56,M,1420.1293811497487,3,42.31491290004699,premium,1
57,F,4174.722174149778,2,15.828135467284225,fidèle,1
52,M,4040.0257173407485,3,80.78470553662817,premium,1
71,M,3320.250248492447,6,8.159311428349081,occasionnel,0
51,F,1026.4236169927863,12,2.4576373149077573,premium,1
72,M,3015.0538946575493,7,9.571610103746883,fidèle,1
64,F,5070.238710586773,4,14.022712741385494,occasionnel,1
41,F,4381.935222993808,7,14.927356440610543,occasionnel,1
71,M,3970.1459181639793,5,49.959908836105214,fidèle,0
39,F,2537.719734894825,8,11.05543128205016,premium,0
22,F,2453.3663217417356,4,50.80705353452692,occasionnel,1
73,F,5626.299237497862,7,4.30000202136122,occasionnel,0
50,F,3080.3228891222516,5,7.165490016488516,fidèle,1
53,F,3108.1819252631103,2,31.992640586876988,premium,1
64,M,12531.127462519276,4,114.73701657135938,fidèle,0
37,M,1953.6582029949316,6,88.33630342987122,occasionnel,0
36,F,243.79434266606876,6,155.96307301667778,occasionnel,0
52,F,2184.577871269465,4,47.30363190185047,occasionnel,0
69,M,2284.505400490394,3,50.68982368918195,premium,0
60,F,3047.4663824041463,4,44.140076341942326,fidèle,1
34,M,3564.6260923142468,5,43.87634532564463,fidèle,1
62,F,306.3058391865882,7,7.161157166895629,occasionnel,1
60,F,3615.98423128004,10,35.3110575919629,premium,1
51,F,2390.493331001076,7,21.95419489906481,fidèle,1
26,F,2024.930461728587,5,26.29617896850922,premium,1
43,F,,3,33.3674389978578,fidèle,0
19,F,6407.693055910427,4,6.183912769719189,fidèle,1
70,F,1772.5554651863597,4,20.046915312043396,fidèle,1
26,M,4006.800830739993,8,2.9498354715119004,occasionnel,1
26,M,1243.966298930954,8,175.3004562324766,premium,1
57,M,3143.6522417761653,4,5.677293347222571,occasionnel,0
34,F,2050.265715062745,4,13.460106635976643,fidèle,0
18,F,3922.9373243640102,8,99.85942868607764,premium,1
42,F,1996.858648499071,4,29.661827521016832,occasionnel,0
60,F,1193.916380012067,6,6.559321169986541,fidèle,0
57,F,2472.796739737291,6,21.819718600268775,fidèle,0
59,F,2380.634058329095,1,5.541700484474394,fidèle,0
42,F,2996.8623216126643,5,10.053611285643678,premium,0
56,M,4748.695072799357,3,2.4044517606176905,fidèle,1
52,F,967.476348199765,9,25.94962375250567,fidèle,0
20,M,4587.971222951209,4,73.94316684807667,occasionnel,0
67,M,834.5164556142134,8,39.68166871544009,occasionnel,1
54,F,3819.9074043243777,8,41.952652371687634,occasionnel,0
61,F,,2,10.074323498646386,fidèle,1
61,M,1698.080402013937,6,18.96447054688976,occasionnel,0
68,M,1299.7211577314558,9,83.96520045560969,fidèle,0
47,F,1241.0155991902457,4,4.138092392199516,occasionnel,0
55,F,2649.4661469416496,4,87.81479937630698,fidèle,1
51,M,4076.5229174995493,6,29.747158630655974,occasionnel,1
29,F,2235.6085498719717,13,81.67094883573355,fidèle,0
36,F,209.47730656311242,6,17.223076520313022,fidèle,1
54,F,,8,18.619374383648058,premium,0
61,M,1562.1985918742964,8,62.67305375276752,fidèle,0
66,M,3547.912095666067,1,69.16947537767129,fidèle,0
34,M,3675.765896137815,8,11.740653603781375,premium,1
27,F,2799.5228411321777,4,162.32237936382828,fidèle,0
74,F,4593.703964692612,4,3.9723347609839093,occasionnel,0
72,M,4824.249236086015,2,3.193302147580376,premium,1
66,M,1687.1815850975777,6,40.730128358270846,fidèle,0
64,M,1217.2098926723338,6,57.72610593068645,occasionnel,1
29,F,2355.9350112117772,3,145.857515562933,fidèle,0
33,M,2795.470488132835,5,23.3596238796142,premium,1
41,M,1619.081730356263,8,1.1527530152908692,premium,0
36,F,14445.355549593842,9,41.56010652021164,premium,1
25,F,6167.086414458777,3,15.392801725687136,occasionnel,0
48,F,1497.7646628820191,2,25.528622351606494,occasionnel,0
38,M,1005.1233437247887,7,30.165661445613893,occasionnel,1
34,F,1399.0388007681167,6,3.0009426106742687,occasionnel,0
40,F,4881.542354738848,6,29.94734590036489,premium,0
54,M,4960.487944664549,6,25.005732687175733,occasionnel,0
71,F,6215.998744972539,4,56.10088785658426,fidèle,1
33,M,1185.9907427723613,6,46.6881775769875,fidèle,0
23,M,3538.1503796188667,10,9.217434853071227,fidèle,0
25,F,1283.5040123919064,4,10.388105685224895,occasionnel,0
42,F,7091.530817860744,3,13.006104518876764,occasionnel,0
35,F,1222.0533642598987,0,8.872731283749115,occasionnel,0
42,F,804.1888426173682,8,48.17909693027117,occasionnel,0
29,F,953.5611836341716,3,233.5676579082425,premium,0
32,F,2480.9840290933475,4,47.513887695021836,fidèle,1
43,M,4037.270657183767,5,41.991105609268885,occasionnel,0
58,M,3860.989253787226,3,23.737977120559655,premium,1
62,F,991.5518414178156,2,16.866458838707644,occasionnel,0
43,M,1844.5957097902046,8,108.89765919550057,fidèle,1
64,F,1656.4743305332076,4,156.32228396353608,occasionnel,0
49,M,865.4977825148666,3,30.902410300739945,fidèle,1
27,M,1624.7109672065699,8,15.42477315884357,occasionnel,0
33,M,6044.730904666567,5,66.15933520335655,occasionnel,0
24,F,757.2798616616891,6,6.394048182114861,occasionnel,0
34,M,2932.1184810368095,7,65.28042188267722,occasionnel,0
40,F,6135.315852616992,10,76.90378786136719,fidèle,1
43,M,5931.955505067721,7,6.003972948630934,occasionnel,0
38,M,7303.985532269834,3,169.48152151135724,fidèle,0
39,M,3138.911341476783,3,190.55045708915114,fidèle,0
24,M,3470.3089612660547,7,124.20799773662688,fidèle,0
31,M,1649.5630668092213,3,30.8361635810201,fidèle,1
32,F,741.1134933693091,3,12.710756148354701,occasionnel,0
70,F,2232.7153391184415,3,39.25332223967924,fidèle,0
24,M,5281.401590769198,8,24.50758996558663,premium,1
26,M,204.6781785443316,2,10.377321328310655,fidèle,0
68,M,,5,24.798869422768178,fidèle,0
65,M,3706.8132332759146,4,49.064233623722416,fidèle,0
25,F,2506.100502377774,2,3.3098953488748135,occasionnel,0
67,M,5718.381344097088,3,18.251645325419137,fidèle,1
40,F,4926.626844493991,2,0.8079805258735537,premium,1
46,M,650.7728625074612,6,62.29252873572382,occasionnel,0
35,F,2663.8596576282307,3,46.06079765760823,premium,0
48,M,1338.4031628264324,6,2.912496675515031,occasionnel,1
47,M,1323.648096531712,5,150.52216018014195,occasionnel,0
69,F,703.832481139034,4,1.0296607487667042,premium,0
56,M,2994.602462602799,6,40.11759628583898,fidèle,0
52,M,5796.534868393516,6,67.3987962872671,premium,1
35,M,3187.8726805341125,6,69.78060155086573,premium,1
59,F,659.3142493146013,7,1.5698996893266028,occasionnel,0
56,M,2401.5476982302903,10,106.59989619351575,fidèle,1
34,M,,12,112.79517533957996,occasionnel,0
31,F,2268.6713732614,5,37.086547239305446,occasionnel,0
48,F,3147.493179989551,7,29.60732993557383,occasionnel,1
41,F,1433.0984490118406,10,2.0657324698808774,fidèle,1
52,M,2070.7634675397962,2,37.14442544790157,fidèle,0
61,M,1972.0423140254502,4,23.696140126128054,fidèle,1
62,M,6500.439649095293,6,66.68787573699392,fidèle,1
51,F,,4,23.279367304031176,occasionnel,0
20,M,245.606066826911,5,51.780936040552824,fidèle,0
54,M,6232.202588540686,3,4.8116856538825346,occasionnel,0
60,F,2731.06788221797,3,6.419756371374046,occasionnel,0
57,F,823.7258947056911,3,6.771868149820502,fidèle,1
43,F,4641.317258525853,6,2.0967458184574754,fidèle,1
72,F,3761.0910242824298,5,35.07398076175012,premium,0
40,F,7193.987494096145,9,71.08751037477973,fidèle,0
61,M,2891.816549395012,1,42.41985590435276,fidèle,0
56,F,10582.436777947123,5,38.50019838229809,fidèle,1
32,M,2284.2110683935443,6,51.36236832307673,occasionnel,0
73,M,3765.9986183536435,5,18.674018955843838,occasionnel,1
66,F,4146.187188363203,8,20.220525459728073,occasionnel,0
21,F,1765.9044100335404,4,16.97721560878308,occasionnel,1
46,F,1720.7482031786606,6,56.03278992621966,occasionnel,1
39,M,4204.572660459438,5,7.933863459016631,premium,1
42,F,755.2613183422148,7,0.5899883923043524,fidèle,0
30,F,1330.679012747348,4,40.80720480950359,fidèle,0
35,F,2235.8223590017533,7,128.4259155607999,occasionnel,0
50,F,7048.162895286303,4,42.30411882987227,occasionnel,0
33,F,4206.541323687245,5,68.7373624911558,occasionnel,1
62,M,2651.3066501910534,5,50.2719876271878,fidèle,0
59,M,1634.1572878032657,5,30.961511295901627,occasionnel,0
61,M,8906.414152149282,6,57.0258302742262,fidèle,1
19,F,2389.530422019135,5,78.20383823233468,fidèle,0
72,F,1329.555671530275,3,11.45457197909894,fidèle,0
52,F,10010.211739030769,3,18.435134500533444,occasionnel,0
59,M,790.424270662063,5,11.396222268636096,fidèle,0
51,F,5915.883453939606,4,27.08080444086795,fidèle,0
47,F,2528.2019432233524,5,97.3523079239612,fidèle,0
72,F,4199.567145851933,2,19.054632502132236,occasionnel,0
30,M,3694.3483383267194,8,21.111795694489544,occasionnel,0
30,F,4157.929388221024,4,88.59327333929316,occasionnel,1
35,M,10593.853858914143,1,32.597032590735594,premium,1
49,F,9567.704512706905,3,34.50077687328202,occasionnel,0
49,M,1392.0345905506813,6,88.73334790862171,premium,1
52,M,3596.3932227431997,7,30.347005710802236,occasionnel,1
56,M,446.270693511053,5,51.49410582447967,occasionnel,0
63,F,,3,4.029120669980424,fidèle,0
69,F,5200.622512226671,5,8.855265907477069,occasionnel,0
46,M,250.34116547757773,4,23.316570921089905,premium,1
66,M,2457.571976554737,4,30.72952003001792,fidèle,0
46,F,4194.2688672805,2,151.81168280186967,fidèle,1
70,F,3243.5511359444927,3,158.783326862664,fidèle,1
61,M,806.6493377618268,4,85.73096625206773,fidèle,0
74,F,896.3745348523138,6,17.064496582284864,premium,1
33,F,2241.2506543665068,8,149.62601276683827,occasionnel,0
73,F,1765.7041953038918,5,52.60765481003285,fidèle,0
61,F,,2,22.460753545727155,fidèle,0
64,M,698.4773936180025,3,54.430717700489865,premium,0
74,F,2561.292014103621,6,0.7497338643043214,fidèle,0
27,F,7083.996255960161,6,7.110235277270895,premium,0
47,M,841.4432699765041,9,79.6549406951822,fidèle,1
42,M,2098.2831141687807,5,46.67646037331156,occasionnel,0
56,F,3875.8480679033164,3,20.378830347781292,fidèle,1
37,F,535.7028667338094,6,31.251660777655932,fidèle,0
22,F,2580.8081696516733,4,105.99191190158267,fidèle,0
18,F,5094.3096693278585,5,44.93369501291981,occasionnel,0
47,M,1027.3213870889483,4,22.8485629972255,fidèle,1
66,M,2772.5626045461004,7,5.769208890466041,occasionnel,0
20,M,4846.741235233837,9,15.650166053698593,premium,1
62,F,10244.37950284648,6,172.45344533542863,occasionnel,0
31,F,2667.266992150078,5,25.880432882046204,fidèle,0
73,F,1357.1142654464918,2,28.725974808302144,occasionnel,0
47,F,1367.2050179665732,7,31.06562260713684,occasionnel,0
67,M,657.19843898793,2,96.97780078873811,premium,0
21,M,7464.917458684248,5,41.677199283923656,occasionnel,0
35,F,4647.386828039478,5,53.24018837308065,occasionnel,0
54,M,896.1586021405076,4,22.20009201053984,occasionnel,0
42,F,1289.60740997218,2,1.3283572580240275,fidèle,0
65,F,2634.1518736758553,11,120.2965336892799,fidèle,0
18,M,5068.240487847101,5,134.02963497390522,occasionnel,0
70,F,,8,134.05208420098987,fidèle,0
63,F,3357.9067677043863,10,129.457413148214,occasionnel,0
32,M,2911.1839902019537,10,75.99186447174402,premium,0
26,F,943.9499761381906,5,51.925548650450025,fidèle,0
32,F,2660.325798109392,2,83.75279996098959,premium,0
66,M,2423.5379066256264,7,41.2945768194645,premium,0
74,F,647.4871835602808,7,6.493377033323585,occasionnel,0
41,M,7342.1677067084765,10,22.33328896497886,occasionnel,1
21,F,1523.4438828103516,3,159.78063999404054,fidèle,1
29,M,666.2670235019755,7,19.46407195944042,occasionnel,0
54,M,1746.9339206252873,6,91.06427347201999,occasionnel,0
54,M,2033.5684584914109,2,4.403070457130113,occasionnel,0
60,F,2367.5652767149945,2,18.303375876772453,occasionnel,0
23,M,2006.5068284893061,3,19.451279074865095,fidèle,0
56,M,2472.467276771122,4,2.384172282036062,occasionnel,0
